combo,n_components,tp_pct,n_trades,n_signals_raw,hit_rate,avg_days_to_tp,avg_win_return,failure_mean,failure_median,avg_mfe,avg_mae,expected_value
vsMA75<-5 + GOLDEN,2,10,5,25,80.0000,31.5000,9.6675,-0.0960,-0.0960,10.3110,-5.9250,7.7148
GOLDEN,1,20,4,533,50.0000,182.5000,20.3079,-4.8797,-4.8797,12.3420,-14.2326,7.7141
BB<20 + STREAK>=5 + RET20<-5,3,10,4,25,75.0000,97.6667,10.3681,-0.5218,-0.5218,8.9107,-7.0446,7.6456
RSI<40 + STREAK>=5 + RET20<-5,3,10,4,29,75.0000,97.6667,10.3681,-0.5218,-0.5218,8.9107,-7.0446,7.6456
DD<=-10 + STREAK>=5 + RET20<-5,3,10,4,56,75.0000,97.6667,10.3681,-0.5218,-0.5218,8.9107,-7.0446,7.6456
STREAK>=5 + RET20<-5,2,10,4,56,75.0000,97.6667,10.3681,-0.5218,-0.5218,8.9107,-7.0446,7.6456
BB<20 + BB<10 + GOLDEN,3,15,3,59,66.6667,163.5000,14.9897,-7.4680,-7.4680,13.7108,-11.2569,7.5038
BB<10 + GOLDEN,2,15,3,59,66.6667,163.5000,14.9897,-7.4680,-7.4680,13.7108,-11.2569,7.5038
52W<30 + 52W<20 + vsMA75<-5,3,5,3,26,100.0000,45.0000,7.4974,0.0000,0.0000,7.7749,-3.4759,7.4974
52W<20 + vsMA75<-5,2,5,3,26,100.0000,45.0000,7.4974,0.0000,0.0000,7.7749,-3.4759,7.4974
52W<20 + DD<=-10 + vsMA75<-5,3,5,3,26,100.0000,45.0000,7.4974,0.0000,0.0000,7.7749,-3.4759,7.4974
STREAK>=5 + GOLDEN,2,10,4,32,75.0000,56.3333,10.3609,-1.1254,-1.1254,8.7486,-6.0562,7.4893
DD<=-10 + STREAK>=5 + GOLDEN,3,10,4,32,75.0000,56.3333,10.3609,-1.1254,-1.1254,8.7486,-6.0562,7.4893
RSI<40 + 52W<30 + RET20<-5,3,10,5,37,80.0000,33.7500,10.1639,-3.2176,-3.2176,10.4274,-4.6297,7.4876
RSI<35 + 52W<30 + RET20<-5,3,10,5,24,80.0000,33.7500,10.1639,-3.2176,-3.2176,10.4274,-4.6297,7.4876
BB<20 + 52W<30 + RET20<-5,3,10,5,35,80.0000,33.7500,10.1639,-3.2176,-3.2176,10.4274,-4.6297,7.4876
52W<30 + RET20<-5,2,10,5,58,80.0000,33.7500,10.1639,-3.2176,-3.2176,10.4274,-4.6297,7.4876
BB<20 + DD<=-10 + RET20<-5,3,20,3,43,33.3333,109.0000,21.3351,0.5619,0.5619,14.7458,-8.9279,7.4863
RSI<40 + DD<=-10 + RET20<-5,3,20,3,50,33.3333,109.0000,21.3351,0.5619,0.5619,14.7458,-8.9279,7.4863
DD<=-10 + RET20<-5 + RET5<-3,3,20,3,29,33.3333,109.0000,21.3351,0.5619,0.5619,14.7458,-8.9279,7.4863
RSI<35 + DD<=-10 + RET20<-5,3,20,3,32,33.3333,109.0000,21.3351,0.5619,0.5619,14.7458,-8.9279,7.4863
BB<10 + DD<=-10 + RET20<-5,3,20,3,31,33.3333,109.0000,21.3351,0.5619,0.5619,14.7458,-8.9279,7.4863
DD<=-10 + RET20<-5,2,20,3,82,33.3333,109.0000,21.3351,0.5619,0.5619,14.7458,-8.9279,7.4863
DD<=-10 + RET20<-5 + vsMA25<-5,3,20,3,27,33.3333,109.0000,21.3351,0.5619,0.5619,14.7458,-8.9279,7.4863
DD<=-10 + vsMA75<-5 + GOLDEN,3,10,4,23,75.0000,32.0000,10.0111,-0.0960,-0.0960,10.3510,-7.2474,7.4844
RSI<35 + 52W<30,2,10,5,28,80.0000,33.7500,10.1639,-3.3643,-3.3643,10.1431,-4.8639,7.4583
RSI<35 + RSI<40 + 52W<30,3,10,5,28,80.0000,33.7500,10.1639,-3.3643,-3.3643,10.1431,-4.8639,7.4583
RSI<35 + BB<20 + 52W<30,3,10,5,26,80.0000,33.7500,10.1639,-3.3643,-3.3643,10.1431,-4.8639,7.4583
RSI<35 + RSI<40 + vsMA75<-5,3,15,3,24,33.3333,64.0000,15.7595,3.1909,3.1909,12.9651,-7.4454,7.3804
RSI<35 + RET20<-5 + vsMA75<-5,3,15,3,21,33.3333,64.0000,15.7595,3.1909,3.1909,12.9651,-7.4454,7.3804
RSI<35 + BB<20 + vsMA75<-5,3,15,3,24,33.3333,64.0000,15.7595,3.1909,3.1909,12.9651,-7.4454,7.3804
RSI<35 + vsMA75<-5,2,15,3,24,33.3333,64.0000,15.7595,3.1909,3.1909,12.9651,-7.4454,7.3804
RSI<35 + BB<10 + vsMA75<-5,3,15,3,21,33.3333,64.0000,15.7595,3.1909,3.1909,12.9651,-7.4454,7.3804
BB<10 + 52W<30 + RET20<-5,3,10,5,25,80.0000,24.0000,10.0026,-3.2176,-3.2176,10.3006,-4.2353,7.3586
RSI<35 + RSI<40 + BB<20,3,15,4,49,50.0000,110.5000,15.3221,-0.6150,-0.6150,14.1902,-8.2219,7.3535
RSI<35 + RSI<40,2,15,4,51,50.0000,110.5000,15.3221,-0.6150,-0.6150,14.1902,-8.2219,7.3535
RSI<35 + BB<20,2,15,4,49,50.0000,110.5000,15.3221,-0.6150,-0.6150,14.1902,-8.2219,7.3535
RSI<35,1,15,4,51,50.0000,110.5000,15.3221,-0.6150,-0.6150,14.1902,-8.2219,7.3535
RSI<35 + RET5<-3,2,15,4,38,50.0000,110.5000,15.3221,-0.6150,-0.6150,14.1902,-8.2219,7.3535
RSI<35 + RET20<-5,2,15,4,42,50.0000,110.5000,15.3221,-0.6150,-0.6150,14.1902,-8.2219,7.3535
RSI<35 + BB<20 + BB<10,3,15,4,42,50.0000,110.5000,15.3221,-0.6150,-0.6150,14.1902,-8.2219,7.3535
RSI<35 + RSI<40 + RET5<-3,3,15,4,38,50.0000,110.5000,15.3221,-0.6150,-0.6150,14.1902,-8.2219,7.3535
RSI<35 + BB<20 + RET20<-5,3,15,4,40,50.0000,110.5000,15.3221,-0.6150,-0.6150,14.1902,-8.2219,7.3535
RSI<35 + BB<10,2,15,4,42,50.0000,110.5000,15.3221,-0.6150,-0.6150,14.1902,-8.2219,7.3535
RSI<35 + BB<20 + RET5<-3,3,15,4,38,50.0000,110.5000,15.3221,-0.6150,-0.6150,14.1902,-8.2219,7.3535
RSI<35 + RSI<40 + RET20<-5,3,15,4,42,50.0000,110.5000,15.3221,-0.6150,-0.6150,14.1902,-8.2219,7.3535
RSI<35 + BB<10 + RET5<-3,3,15,4,38,50.0000,110.5000,15.3221,-0.6150,-0.6150,14.1902,-8.2219,7.3535
RSI<35 + RET20<-5 + RET5<-3,3,15,4,29,50.0000,110.5000,15.3221,-0.6150,-0.6150,14.1902,-8.2219,7.3535
RSI<35 + BB<10 + RET20<-5,3,15,4,33,50.0000,110.5000,15.3221,-0.6150,-0.6150,14.1902,-8.2219,7.3535
RSI<35 + RSI<40 + BB<10,3,15,4,42,50.0000,110.5000,15.3221,-0.6150,-0.6150,14.1902,-8.2219,7.3535
RSI<35 + BB<10 + 52W<30,3,10,5,23,80.0000,24.0000,10.0026,-3.3643,-3.3643,10.0163,-4.4695,7.3292
GOLDEN,1,15,4,533,50.0000,176.0000,16.1447,-1.6341,-1.6341,11.0851,-12.9763,7.2553
RET20<-5 + RET5<-3 + vsMA75<-5,3,15,3,20,33.3333,64.0000,15.7595,2.9149,2.9149,13.0100,-7.4074,7.1965
BB<20 + BB<10 + vsMA75<-5,3,15,3,29,33.3333,64.0000,15.7595,2.9149,2.9149,13.0100,-7.4074,7.1965
RET20<-5 + vsMA75<-5,2,15,3,50,33.3333,64.0000,15.7595,2.9149,2.9149,13.0100,-7.4074,7.1965
vsMA75<-5,1,15,3,67,33.3333,64.0000,15.7595,2.9149,2.9149,13.0100,-7.4074,7.1965
BB<10 + vsMA75<-5,2,15,3,29,33.3333,64.0000,15.7595,2.9149,2.9149,13.0100,-7.4074,7.1965
RET5<-3 + vsMA75<-5,2,15,3,28,33.3333,64.0000,15.7595,2.9149,2.9149,13.0100,-7.4074,7.1965
BB<10 + RET20<-5 + vsMA75<-5,3,15,3,22,33.3333,64.0000,15.7595,2.9149,2.9149,13.0100,-7.4074,7.1965
RSI<40 + BB<20 + vsMA75<-5,3,15,3,36,33.3333,64.0000,15.7595,2.9149,2.9149,13.0100,-7.4074,7.1965
BB<20 + RET20<-5 + vsMA75<-5,3,15,3,29,33.3333,64.0000,15.7595,2.9149,2.9149,13.0100,-7.4074,7.1965
BB<20 + RET5<-3 + vsMA75<-5,3,15,3,25,33.3333,64.0000,15.7595,2.9149,2.9149,13.0100,-7.4074,7.1965
RSI<40 + BB<10 + vsMA75<-5,3,15,3,29,33.3333,64.0000,15.7595,2.9149,2.9149,13.0100,-7.4074,7.1965
BB<20 + vsMA75<-5,2,15,3,40,33.3333,64.0000,15.7595,2.9149,2.9149,13.0100,-7.4074,7.1965
RSI<40 + RET20<-5 + vsMA75<-5,3,15,3,31,33.3333,64.0000,15.7595,2.9149,2.9149,13.0100,-7.4074,7.1965
RSI<40 + RET5<-3 + vsMA75<-5,3,15,3,25,33.3333,64.0000,15.7595,2.9149,2.9149,13.0100,-7.4074,7.1965
BB<10 + RET5<-3 + vsMA75<-5,3,15,3,22,33.3333,64.0000,15.7595,2.9149,2.9149,13.0100,-7.4074,7.1965
RSI<40 + vsMA75<-5,2,15,3,38,33.3333,64.0000,15.7595,2.9149,2.9149,13.0100,-7.4074,7.1965
BB<10 + RET20<-5 + GOLDEN,3,10,5,25,80.0000,63.0000,9.5387,-2.2273,-2.2273,8.6609,-7.3923,7.1855
RET20<-5 + RET5<-3 + GOLDEN,3,10,5,22,80.0000,63.0000,9.5387,-2.2273,-2.2273,8.6609,-7.3923,7.1855
RSI<35 + RET20<-5 + GOLDEN,3,10,5,26,80.0000,61.7500,9.4641,-2.2273,-2.2273,8.5318,-6.9572,7.1258
RET20<-5 + RET5<-3 + vsMA25<-5,3,10,6,25,66.6667,46.7500,9.5258,1.9986,1.9986,9.5648,-6.1886,7.0167
BB<20 + RET20<-5 + vsMA25<-5,3,10,6,27,66.6667,46.7500,9.5258,1.9986,1.9986,9.5648,-6.1886,7.0167
RSI<40 + RET20<-5 + vsMA25<-5,3,10,6,28,66.6667,46.7500,9.5258,1.9986,1.9986,9.5648,-6.1886,7.0167
RSI<35 + RET20<-5 + vsMA25<-5,3,10,6,21,66.6667,46.7500,9.5258,1.9986,1.9986,9.5648,-6.1886,7.0167
BB<10 + RET20<-5 + vsMA25<-5,3,10,6,23,66.6667,46.7500,9.5258,1.9986,1.9986,9.5648,-6.1886,7.0167
RET20<-5 + vsMA25<-5,2,10,6,31,66.6667,46.7500,9.5258,1.9986,1.9986,9.5648,-6.1886,7.0167
RSI<35 + DD<=-10 + STREAK>=5,3,10,3,20,66.6667,139.0000,10.6920,-0.5218,-0.5218,8.2820,-8.6115,6.9541
RSI<35 + STREAK>=5,2,10,3,20,66.6667,139.0000,10.6920,-0.5218,-0.5218,8.2820,-8.6115,6.9541
RSI<35 + RSI<40 + STREAK>=5,3,10,3,20,66.6667,139.0000,10.6920,-0.5218,-0.5218,8.2820,-8.6115,6.9541
RSI<40 + BB<20 + GOLDEN,3,15,3,59,66.6667,129.0000,14.1576,-7.4680,-7.4680,13.7100,-9.0613,6.9491
RSI<40 + GOLDEN,2,15,3,66,66.6667,129.0000,14.1576,-7.4680,-7.4680,13.7100,-9.0613,6.9491
RSI<40 + BB<10 + GOLDEN,3,15,3,41,66.6667,129.0000,14.1576,-7.4680,-7.4680,13.7100,-9.0613,6.9491
BB<20 + 52W<30 + vsMA75<-5,3,10,3,22,66.6667,9.0000,9.6680,1.4885,1.4885,9.9307,-5.3561,6.9415
52W<30 + DD<=-10 + vsMA75<-5,3,10,3,38,66.6667,9.0000,9.6680,1.4885,1.4885,9.9307,-5.3561,6.9415
RSI<40 + 52W<30 + vsMA75<-5,3,10,3,20,66.6667,9.0000,9.6680,1.4885,1.4885,9.9307,-5.3561,6.9415
52W<30 + vsMA75<-5,2,10,3,38,66.6667,9.0000,9.6680,1.4885,1.4885,9.9307,-5.3561,6.9415
52W<30 + RET20<-5 + vsMA75<-5,3,10,3,30,66.6667,9.0000,9.6680,1.4885,1.4885,9.9307,-5.3561,6.9415
52W<30 + 52W<20 + vsMA75<-5,3,10,3,26,66.6667,6.0000,9.6427,1.4885,1.4885,10.1088,-3.4759,6.9247
52W<20 + vsMA75<-5,2,10,3,26,66.6667,6.0000,9.6427,1.4885,1.4885,10.1088,-3.4759,6.9247
52W<20 + DD<=-10 + vsMA75<-5,3,10,3,26,66.6667,6.0000,9.6427,1.4885,1.4885,10.1088,-3.4759,6.9247
52W<20 + DD<=-10,2,5,4,33,100.0000,36.5000,6.9030,0.0000,0.0000,7.1466,-2.9048,6.9030
BB<20 + 52W<20 + DD<=-10,3,5,4,24,100.0000,36.5000,6.9030,0.0000,0.0000,7.1466,-2.9048,6.9030
52W<30 + 52W<20 + DD<=-10,3,5,4,33,100.0000,36.5000,6.9030,0.0000,0.0000,7.1466,-2.9048,6.9030
RSI<40 + 52W<20 + DD<=-10,3,5,4,22,100.0000,36.5000,6.9030,0.0000,0.0000,7.1466,-2.9048,6.9030
RSI<40 + 52W<20 + RET5<-3,3,5,5,20,100.0000,35.2000,6.8213,0.0000,0.0000,7.0319,-2.6141,6.8213
BB<20 + GOLDEN,2,15,3,95,66.6667,163.5000,14.9897,-9.5780,-9.5780,13.5564,-11.3689,6.8005
52W<30 + DD<=-15 + vsMA75<-5,3,5,3,22,100.0000,9.6667,6.7459,0.0000,0.0000,7.2869,-4.3224,6.7459
BB<20 + DD<=-10 + GOLDEN,3,15,2,37,50.0000,179.0000,16.1714,-2.6810,-2.6810,11.5326,-13.0667,6.7452
BB<10 + DD<=-10 + GOLDEN,3,15,2,25,50.0000,179.0000,16.1714,-2.6810,-2.6810,11.5326,-13.0667,6.7452
DD<=-10 + GOLDEN,2,15,2,67,50.0000,179.0000,16.1714,-2.6810,-2.6810,11.5326,-13.0667,6.7452
BB<20 + 52W<30 + DD<=-10,3,10,4,42,75.0000,33.0000,10.0403,-3.2176,-3.2176,10.2873,-5.0733,6.7258
RSI<40 + 52W<30 + DD<=-10,3,10,4,38,75.0000,33.0000,10.0403,-3.2176,-3.2176,10.2873,-5.0733,6.7258
52W<30 + DD<=-10,2,10,4,84,75.0000,33.0000,10.0403,-3.2176,-3.2176,10.2873,-5.0733,6.7258
RSI<35 + 52W<30 + DD<=-10,3,10,4,22,75.0000,33.0000,10.0403,-3.2176,-3.2176,10.2873,-5.0733,6.7258
52W<30 + DD<=-10 + RET20<-5,3,10,4,48,75.0000,33.0000,10.0403,-3.2176,-3.2176,10.2873,-5.0733,6.7258
RSI<40 + 52W<30,2,10,4,53,75.0000,55.0000,9.6709,-2.1459,-2.1459,10.1253,-5.9700,6.7167
RSI<40 + BB<20 + 52W<30,3,10,4,48,75.0000,55.0000,9.6709,-2.1459,-2.1459,10.1253,-5.9700,6.7167
RSI<40 + BB<10 + 52W<30,3,10,4,38,75.0000,55.0000,9.6709,-2.1459,-2.1459,10.1253,-5.9700,6.7167
52W<30 + RET20<-5 + RET5<-3,3,10,4,23,75.0000,18.0000,9.9568,-3.2176,-3.2176,10.3164,-5.1917,6.6632
52W<20 + RET20<-5,2,10,4,23,75.0000,16.0000,9.9400,-3.2176,-3.2176,10.4500,-3.7815,6.6506
52W<30 + 52W<20 + RET20<-5,3,10,4,23,75.0000,16.0000,9.9400,-3.2176,-3.2176,10.4500,-3.7815,6.6506
BB<20 + RET20<-5 + GOLDEN,3,10,4,40,75.0000,77.6667,9.4544,-1.7747,-1.7747,9.6803,-6.2425,6.6471
RSI<40 + RET20<-5 + GOLDEN,3,10,4,46,75.0000,77.6667,9.4544,-1.7747,-1.7747,9.6803,-6.2425,6.6471
RET20<-5 + GOLDEN,2,10,4,60,75.0000,77.6667,9.4544,-1.7747,-1.7747,9.6803,-6.2425,6.6471
RSI<35 + 52W<30 + RET5<-3,3,10,4,21,75.0000,18.0000,9.9568,-3.3643,-3.3643,9.9610,-5.4844,6.6265
BB<10,1,20,4,109,50.0000,171.0000,20.7022,-7.4517,-7.4517,15.0318,-11.8019,6.6253
BB<20 + BB<10,2,20,4,109,50.0000,171.0000,20.7022,-7.4517,-7.4517,15.0318,-11.8019,6.6253
RET20<-5 + RET5<-3,2,15,4,41,50.0000,110.5000,15.3221,-2.0798,-2.0798,13.8098,-8.4980,6.6212
RET20<-5,1,15,4,118,50.0000,110.5000,15.3221,-2.0798,-2.0798,13.8098,-8.4980,6.6212
BB<10 + RET20<-5,2,15,4,46,50.0000,110.5000,15.3221,-2.0798,-2.0798,13.8098,-8.4980,6.6212
BB<10 + RET20<-5 + RET5<-3,3,15,4,36,50.0000,110.5000,15.3221,-2.0798,-2.0798,13.8098,-8.4980,6.6212
RSI<40 + RET20<-5 + RET5<-3,3,15,4,39,50.0000,110.5000,15.3221,-2.0798,-2.0798,13.8098,-8.4980,6.6212
BB<20 + BB<10 + RET20<-5,3,15,4,46,50.0000,110.5000,15.3221,-2.0798,-2.0798,13.8098,-8.4980,6.6212
RSI<40 + BB<10 + RET20<-5,3,15,4,44,50.0000,110.5000,15.3221,-2.0798,-2.0798,13.8098,-8.4980,6.6212
RSI<40 + BB<20 + RET20<-5,3,15,4,63,50.0000,110.5000,15.3221,-2.0798,-2.0798,13.8098,-8.4980,6.6212
BB<20 + RET20<-5,2,15,4,67,50.0000,110.5000,15.3221,-2.0798,-2.0798,13.8098,-8.4980,6.6212
RSI<40 + RET20<-5,2,15,4,72,50.0000,110.5000,15.3221,-2.0798,-2.0798,13.8098,-8.4980,6.6212
BB<20 + RET20<-5 + RET5<-3,3,15,4,39,50.0000,110.5000,15.3221,-2.0798,-2.0798,13.8098,-8.4980,6.6212
RSI<40 + 52W<20 + RET5<-3,3,10,4,20,75.0000,15.0000,9.8767,-3.2176,-3.2176,10.3447,-3.4306,6.6031
DD<=-10 + STREAK>=10 + STREAK>=20,3,20,2,40,0.0000,,20.0000,6.5942,6.5942,10.4475,-0.3512,6.5942
DD<=-10 + STREAK>=5 + STREAK>=20,3,20,2,40,0.0000,,20.0000,6.5942,6.5942,10.4475,-0.3512,6.5942
STREAK>=5 + STREAK>=20,2,20,2,40,0.0000,,20.0000,6.5942,6.5942,10.4475,-0.3512,6.5942
DD<=-10 + STREAK>=20,2,20,2,40,0.0000,,20.0000,6.5942,6.5942,10.4475,-0.3512,6.5942
STREAK>=5 + STREAK>=10 + STREAK>=20,3,20,2,40,0.0000,,20.0000,6.5942,6.5942,10.4475,-0.3512,6.5942
STREAK>=10 + STREAK>=20,2,20,2,40,0.0000,,20.0000,6.5942,6.5942,10.4475,-0.3512,6.5942
STREAK>=20,1,20,2,40,0.0000,,20.0000,6.5942,6.5942,10.4475,-0.3512,6.5942
RSI<40 + BB<20 + 52W<20,3,5,5,29,100.0000,36.8000,6.5807,0.0000,0.0000,6.8686,-3.3501,6.5807
RSI<40 + BB<10 + 52W<20,3,5,5,27,100.0000,36.8000,6.5807,0.0000,0.0000,6.8686,-3.3501,6.5807
RSI<40 + 52W<30 + 52W<20,3,5,5,30,100.0000,36.8000,6.5807,0.0000,0.0000,6.8686,-3.3501,6.5807
RSI<40 + 52W<20,2,5,5,30,100.0000,36.8000,6.5807,0.0000,0.0000,6.8686,-3.3501,6.5807
RSI<40 + 52W<30 + RET5<-3,3,10,4,32,75.0000,17.0000,9.8935,-3.3643,-3.3643,9.8557,-5.1334,6.5790
BB<10 + 52W<30 + DD<=-10,3,10,4,30,75.0000,20.0000,9.8253,-3.2176,-3.2176,10.1289,-4.5804,6.5646
52W<20 + STREAK>=5 + vsMA75<-5,3,5,3,22,100.0000,10.0000,6.5392,0.0000,0.0000,6.8242,-2.9767,6.5392
52W<30 + vsMA25<-5,2,10,4,20,75.0000,20.0000,9.8253,-3.3643,-3.3643,9.7735,-4.8731,6.5279
52W<20 + RET20<-5,2,5,5,23,100.0000,34.0000,6.5079,0.0000,0.0000,6.6999,-2.6985,6.5079
52W<30 + 52W<20 + RET20<-5,3,5,5,23,100.0000,34.0000,6.5079,0.0000,0.0000,6.6999,-2.6985,6.5079
BB<10 + 52W<20 + RET5<-3,3,5,5,20,100.0000,39.6000,6.5066,0.0000,0.0000,6.7941,-3.4169,6.5066
52W<20 + RET5<-3,2,5,5,22,100.0000,39.6000,6.5066,0.0000,0.0000,6.7941,-3.4169,6.5066
52W<20,1,5,5,52,100.0000,39.6000,6.5066,0.0000,0.0000,6.7941,-3.4169,6.5066
BB<10 + 52W<30 + 52W<20,3,5,5,30,100.0000,39.6000,6.5066,0.0000,0.0000,6.7941,-3.4169,6.5066
BB<20 + 52W<20,2,5,5,37,100.0000,39.6000,6.5066,0.0000,0.0000,6.7941,-3.4169,6.5066
BB<20 + BB<10 + 52W<20,3,5,5,30,100.0000,39.6000,6.5066,0.0000,0.0000,6.7941,-3.4169,6.5066
52W<30 + 52W<20,2,5,5,52,100.0000,39.6000,6.5066,0.0000,0.0000,6.7941,-3.4169,6.5066
52W<30 + 52W<20 + RET5<-3,3,5,5,22,100.0000,39.6000,6.5066,0.0000,0.0000,6.7941,-3.4169,6.5066
BB<20 + 52W<20 + RET5<-3,3,5,5,21,100.0000,39.6000,6.5066,0.0000,0.0000,6.7941,-3.4169,6.5066
BB<20 + 52W<30 + 52W<20,3,5,5,37,100.0000,39.6000,6.5066,0.0000,0.0000,6.7941,-3.4169,6.5066
BB<10 + 52W<20,2,5,5,30,100.0000,39.6000,6.5066,0.0000,0.0000,6.7941,-3.4169,6.5066
52W<30,1,10,5,123,80.0000,48.2500,9.9221,-7.4353,-7.4353,10.1785,-4.9452,6.4506
52W<30 + DD<=-15 + RET20<-5,3,5,4,21,100.0000,8.2500,6.3948,0.0000,0.0000,6.8562,-2.8451,6.3948
RSI<40 + RET20<-5 + vsMA25<-5,3,15,4,28,50.0000,80.5000,15.4525,-2.6676,-2.6676,13.5826,-8.0227,6.3924
RET20<-5 + RET5<-3 + vsMA25<-5,3,15,4,25,50.0000,80.5000,15.4525,-2.6676,-2.6676,13.5826,-8.0227,6.3924
BB<10 + RET20<-5 + vsMA25<-5,3,15,4,23,50.0000,80.5000,15.4525,-2.6676,-2.6676,13.5826,-8.0227,6.3924
RET20<-5 + vsMA25<-5,2,15,4,31,50.0000,80.5000,15.4525,-2.6676,-2.6676,13.5826,-8.0227,6.3924
RSI<35 + RET20<-5 + vsMA25<-5,3,15,4,21,50.0000,80.5000,15.4525,-2.6676,-2.6676,13.5826,-8.0227,6.3924
BB<20 + RET20<-5 + vsMA25<-5,3,15,4,27,50.0000,80.5000,15.4525,-2.6676,-2.6676,13.5826,-8.0227,6.3924
RSI<40 + RET5<-3 + vsMA75<-5,3,10,5,25,60.0000,23.6667,9.3715,1.8823,1.8823,8.4584,-7.7353,6.3758
BB<10 + RET5<-3 + vsMA75<-5,3,10,5,22,60.0000,23.6667,9.3715,1.8823,1.8823,8.4584,-7.7353,6.3758
BB<20 + RET5<-3 + vsMA75<-5,3,10,5,25,60.0000,23.6667,9.3715,1.8823,1.8823,8.4584,-7.7353,6.3758
RSI<40 + vsMA25<-5,2,15,4,31,50.0000,80.5000,15.4525,-2.7410,-2.7410,13.2273,-8.3155,6.3558
BB<20 + BB<10 + vsMA25<-5,3,15,4,26,50.0000,80.5000,15.4525,-2.7410,-2.7410,13.2273,-8.3155,6.3558
RSI<40 + BB<20 + vsMA25<-5,3,15,4,30,50.0000,80.5000,15.4525,-2.7410,-2.7410,13.2273,-8.3155,6.3558
RSI<40 + BB<10 + vsMA25<-5,3,15,4,26,50.0000,80.5000,15.4525,-2.7410,-2.7410,13.2273,-8.3155,6.3558
BB<20 + RET5<-3 + vsMA25<-5,3,15,4,28,50.0000,80.5000,15.4525,-2.7410,-2.7410,13.2273,-8.3155,6.3558
RSI<35 + vsMA25<-5,2,15,4,24,50.0000,80.5000,15.4525,-2.7410,-2.7410,13.2273,-8.3155,6.3558
BB<10 + vsMA25<-5,2,15,4,26,50.0000,80.5000,15.4525,-2.7410,-2.7410,13.2273,-8.3155,6.3558
RSI<35 + RET5<-3 + vsMA25<-5,3,15,4,23,50.0000,80.5000,15.4525,-2.7410,-2.7410,13.2273,-8.3155,6.3558
BB<10 + RET5<-3 + vsMA25<-5,3,15,4,25,50.0000,80.5000,15.4525,-2.7410,-2.7410,13.2273,-8.3155,6.3558
BB<20 + vsMA25<-5,2,15,4,30,50.0000,80.5000,15.4525,-2.7410,-2.7410,13.2273,-8.3155,6.3558
RSI<35 + BB<20 + vsMA25<-5,3,15,4,24,50.0000,80.5000,15.4525,-2.7410,-2.7410,13.2273,-8.3155,6.3558
vsMA25<-5,1,15,4,34,50.0000,80.5000,15.4525,-2.7410,-2.7410,13.2273,-8.3155,6.3558
RET5<-3 + vsMA25<-5,2,15,4,28,50.0000,80.5000,15.4525,-2.7410,-2.7410,13.2273,-8.3155,6.3558
RSI<35 + BB<10 + vsMA25<-5,3,15,4,24,50.0000,80.5000,15.4525,-2.7410,-2.7410,13.2273,-8.3155,6.3558
RSI<40 + RET5<-3 + vsMA25<-5,3,15,4,28,50.0000,80.5000,15.4525,-2.7410,-2.7410,13.2273,-8.3155,6.3558
RSI<35 + RSI<40 + vsMA25<-5,3,15,4,24,50.0000,80.5000,15.4525,-2.7410,-2.7410,13.2273,-8.3155,6.3558
BB<20 + BB<10 + RET5<-3,3,20,4,67,50.0000,169.5000,20.1603,-7.4517,-7.4517,14.7125,-11.6742,6.3543
BB<10 + RET5<-3,2,20,4,67,50.0000,169.5000,20.1603,-7.4517,-7.4517,14.7125,-11.6742,6.3543
BB<20 + RET5<-3,2,20,4,77,50.0000,169.5000,20.1603,-7.4517,-7.4517,14.7125,-11.6742,6.3543
RSI<35 + GOLDEN,2,10,4,29,75.0000,76.0000,9.3549,-2.6810,-2.6810,9.2701,-5.8883,6.3459
RSI<35 + BB<20 + GOLDEN,3,10,4,27,75.0000,76.0000,9.3549,-2.6810,-2.6810,9.2701,-5.8883,6.3459
RSI<35 + RSI<40 + GOLDEN,3,10,4,29,75.0000,76.0000,9.3549,-2.6810,-2.6810,9.2701,-5.8883,6.3459
RSI<35 + BB<10 + GOLDEN,3,10,4,20,75.0000,76.0000,9.3549,-2.6810,-2.6810,9.2701,-5.8883,6.3459
52W<30 + DD<=-10 + DD<=-15,3,5,5,26,100.0000,12.2000,6.3319,0.0000,0.0000,6.6907,-3.0911,6.3319
52W<30 + DD<=-15,2,5,5,26,100.0000,12.2000,6.3319,0.0000,0.0000,6.6907,-3.0911,6.3319
52W<30 + 52W<20 + STREAK>=5,3,5,5,25,100.0000,12.2000,6.2775,0.0000,0.0000,6.4826,-1.9729,6.2775
52W<20 + DD<=-10 + STREAK>=5,3,5,5,25,100.0000,12.2000,6.2775,0.0000,0.0000,6.4826,-1.9729,6.2775
52W<20 + STREAK>=5,2,5,5,25,100.0000,12.2000,6.2775,0.0000,0.0000,6.4826,-1.9729,6.2775
RSI<40 + BB<20 + RET5<-3,3,15,4,62,50.0000,129.0000,15.4153,-2.9117,-2.9117,13.4502,-9.2405,6.2518
RSI<40 + RET5<-3,2,15,4,63,50.0000,129.0000,15.4153,-2.9117,-2.9117,13.4502,-9.2405,6.2518
RSI<40 + BB<10 + RET5<-3,3,15,4,57,50.0000,129.0000,15.4153,-2.9117,-2.9117,13.4502,-9.2405,6.2518
DD<=-15 + STREAK>=5 + vsMA75<-5,3,5,4,30,100.0000,11.7500,6.2089,0.0000,0.0000,6.7217,-5.3246,6.2089
RSI<40 + BB<10 + RET20<-5,3,10,7,44,71.4286,45.8000,9.7651,-2.7224,-2.7224,8.9605,-7.1905,6.1972
